date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:15:41	18144/18144	---M-Z	200	added ('OK')	application/javascript	etag:%2209c288bed1dda1:0+gzip%22	https://www.w3schools.com/lib/my-learning.js?v=1.0.23	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/lib/my-learning1105.js	(from https://www.w3schools.com/css/default.asp)
08:15:43	332289/332289	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:07%20GMT	https://www.w3schools.com/css/css_rwd_intro.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_rwd_intro.html	(from https://www.w3schools.com/css/default.asp)
08:15:43	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Nov%202023%2007:15:50%20GMT	https://www.w3schools.com/css/w3.css	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/w3.e.delayed	(from https://www.w3schools.com/css/default.asp)
08:15:44	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Nov%202023%2007:15:51%20GMT	https://www.w3schools.com/css/w3.js	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/w3.f.delayed	(from https://www.w3schools.com/css/default.asp)
08:15:45	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Nov%202023%2007:15:52%20GMT	https://www.w3schools.com/css/node.js	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/node.10.delayed	(from https://www.w3schools.com/css/default.asp)
08:15:46	336778/336778	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:52%20GMT	https://www.w3schools.com/html/html_exercises.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_exercises.html	(from https://www.w3schools.com/css/default.asp)
08:15:46	336748/336748	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:24:03%20GMT	https://www.w3schools.com/html/html_quiz.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_quiz.html	(from https://www.w3schools.com/css/default.asp)
08:15:48	340818/340818	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:25:56%20GMT	https://www.w3schools.com/css/css_exercises.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_exercises.html	(from https://www.w3schools.com/css/default.asp)
08:15:50	340804/340804	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:24:27%20GMT	https://www.w3schools.com/css/css_quiz.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_quiz.html	(from https://www.w3schools.com/css/default.asp)
08:15:50	330173/330173	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:36%20GMT	https://www.w3schools.com/html/html_lists.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_lists.html	(from https://www.w3schools.com/css/default.asp)
08:15:51	332928/332928	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:50%20GMT	https://www.w3schools.com/html/html_lists_ordered.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_lists_ordered.html	(from https://www.w3schools.com/css/default.asp)
08:15:52	333422/333422	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:21%20GMT	https://www.w3schools.com/html/html_lists_unordered.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_lists_unordered.html	(from https://www.w3schools.com/css/default.asp)
08:15:52	339118/339118	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:27%20GMT	https://www.w3schools.com/css/css_list.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_list.html	(from https://www.w3schools.com/css/default.asp)
08:15:53	348179/348179	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:54%20GMT	https://www.w3schools.com/css/css3_buttons.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_buttons.html	(from https://www.w3schools.com/css/default.asp)
08:15:53	335757/335757	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:05%20GMT	https://www.w3schools.com/html/html_links.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_links.html	(from https://www.w3schools.com/css/default.asp)
08:15:54	335971/335971	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:19:53%20GMT	https://www.w3schools.com/html/html_tables.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_tables.html	(from https://www.w3schools.com/css/default.asp)
08:15:54	334898/334898	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:01%20GMT	https://www.w3schools.com/css/css_table.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_table.html	(from https://www.w3schools.com/css/default.asp)
08:15:55	335239/335239	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:19:57%20GMT	https://www.w3schools.com/html/html_table_borders.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_table_borders.html	(from https://www.w3schools.com/css/default.asp)
08:15:55	335790/335790	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:14%20GMT	https://www.w3schools.com/html/html_table_headers.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_table_headers.html	(from https://www.w3schools.com/css/default.asp)
08:15:56	338375/338375	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:11%20GMT	https://www.w3schools.com/html/html_div.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_div.html	(from https://www.w3schools.com/css/default.asp)
08:15:56	336849/336849	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:30%20GMT	https://www.w3schools.com/html/html_blocks.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_blocks.html	(from https://www.w3schools.com/css/default.asp)
08:15:58	353606/353606	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:30%20GMT	https://www.w3schools.com/html/html_form_input_types.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_form_input_types.html	(from https://www.w3schools.com/css/default.asp)
08:15:59	344616/344616	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:00%20GMT	https://www.w3schools.com/html/html_form_attributes.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_form_attributes.html	(from https://www.w3schools.com/css/default.asp)
08:15:59	333687/333687	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:00%20GMT	https://www.w3schools.com/css/css_border.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border.html	(from https://www.w3schools.com/css/default.asp)
08:16:00	336703/336703	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:02%20GMT	https://www.w3schools.com/html/html_forms.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_forms.html	(from https://www.w3schools.com/css/default.asp)
08:16:00	340282/340282	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:51%20GMT	https://www.w3schools.com/html/html_form_elements.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_form_elements.html	(from https://www.w3schools.com/css/default.asp)
08:16:01	334354/334354	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:37%20GMT	https://www.w3schools.com/html/html_forms_attributes.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_forms_attributes.html	(from https://www.w3schools.com/css/default.asp)
08:16:01	340007/340007	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:21%20GMT	https://www.w3schools.com/css/css3_transitions.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_transitions.html	(from https://www.w3schools.com/css/default.asp)
08:16:02	339199/339199	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:02%20GMT	https://www.w3schools.com/html/html_images.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_images.html	(from https://www.w3schools.com/css/default.asp)
08:16:03	331488/331488	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:39%20GMT	https://www.w3schools.com/css/css_background_image.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_background_image.html	(from https://www.w3schools.com/css/default.asp)
08:16:03	337629/337629	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:44%20GMT	https://www.w3schools.com/html/html_images_imagemap.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_images_imagemap.html	(from https://www.w3schools.com/css/default.asp)
08:16:04	335662/335662	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:27%20GMT	https://www.w3schools.com/css/css_background.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_background.html	(from https://www.w3schools.com/css/default.asp)
08:16:05	331642/331642	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:03%20GMT	https://www.w3schools.com/html/html_images_background.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_images_background.html	(from https://www.w3schools.com/css/default.asp)
08:16:06	334120/334120	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:47%20GMT	https://www.w3schools.com/css/css_font.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_font.html	(from https://www.w3schools.com/css/default.asp)
08:16:07	337692/337692	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:28:21%20GMT	https://www.w3schools.com/css/css3_fonts.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_fonts.html	(from https://www.w3schools.com/css/default.asp)
08:16:08	340531/340531	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:16%20GMT	https://www.w3schools.com/css/css_positioning.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_positioning.html	(from https://www.w3schools.com/css/default.asp)
08:16:13	338592/338592	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:44%20GMT	https://www.w3schools.com/css/css_padding.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_padding.html	(from https://www.w3schools.com/css/default.asp)
08:16:15	330633/330633	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:35%20GMT	https://www.w3schools.com/html/html_table_colspan_rowspan.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_table_colspan_rowspan.html	(from https://www.w3schools.com/css/default.asp)
08:16:15	329999/329999	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:12%20GMT	https://www.w3schools.com/html/html_table_padding_spacing.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_table_padding_spacing.html	(from https://www.w3schools.com/css/default.asp)
08:16:16	332511/332511	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:47%20GMT	https://www.w3schools.com/html/html_colors.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_colors.html	(from https://www.w3schools.com/css/default.asp)
08:16:16	335612/335612	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:08%20GMT	https://www.w3schools.com/css/css_colors.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_colors.html	(from https://www.w3schools.com/css/default.asp)
08:16:19	338476/338476	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:50%20GMT	https://www.w3schools.com/css/css_display_visibility.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_display_visibility.html	(from https://www.w3schools.com/css/default.asp)
08:16:20	335979/335979	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:23:25%20GMT	https://www.w3schools.com/html/html_layout.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_layout.html	(from https://www.w3schools.com/css/default.asp)
08:16:20	335525/335525	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:52%20GMT	https://www.w3schools.com/css/css_float.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_float.html	(from https://www.w3schools.com/css/default.asp)
08:16:21	336565/336565	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:19:56%20GMT	https://www.w3schools.com/css/css_margin.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_margin.html	(from https://www.w3schools.com/css/default.asp)
08:16:22	336387/336387	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:52%20GMT	https://www.w3schools.com/css/css_boxmodel.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_boxmodel.html	(from https://www.w3schools.com/css/default.asp)
08:16:22	332837/332837	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:01%20GMT	https://www.w3schools.com/css/css3_flexbox.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_flexbox.html	(from https://www.w3schools.com/css/default.asp)
08:16:23	349759/349759	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:10%20GMT	https://www.w3schools.com/css/css3_flexbox_container.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_flexbox_container.html	(from https://www.w3schools.com/css/default.asp)
08:16:24	341182/341182	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:25:47%20GMT	https://www.w3schools.com/css/css3_flexbox_items.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css3_flexbox_items.html	(from https://www.w3schools.com/css/default.asp)
08:16:25	334920/334920	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:29%20GMT	https://www.w3schools.com/css/css_navbar.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_navbar.html	(from https://www.w3schools.com/css/default.asp)
08:16:26	337788/337788	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:59%20GMT	https://www.w3schools.com/css/css_navbar_vertical.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_navbar_vertical.html	(from https://www.w3schools.com/css/default.asp)
08:16:26	343557/343557	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:26:22%20GMT	https://www.w3schools.com/css/css_navbar_horizontal.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_navbar_horizontal.html	(from https://www.w3schools.com/css/default.asp)
08:16:27	342429/342429	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:18%20GMT	https://www.w3schools.com/css/css_grid.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_grid.html	(from https://www.w3schools.com/css/default.asp)
08:16:28	339419/339419	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:24:01%20GMT	https://www.w3schools.com/css/css_grid_container.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_grid_container.html	(from https://www.w3schools.com/css/default.asp)
08:16:29	348020/348020	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:25:24%20GMT	https://www.w3schools.com/css/css_grid_item.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_grid_item.html	(from https://www.w3schools.com/css/default.asp)
08:16:30	328652/328652	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:15%20GMT	https://www.w3schools.com/html/html_links_bookmarks.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/html/html_links_bookmarks.html	(from https://www.w3schools.com/css/default.asp)
08:16:30	332355/332355	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:15%20GMT	https://www.w3schools.com/css/css_intro.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_intro.html	(from https://www.w3schools.com/css/default.asp)
08:16:31	331129/331129	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:47%20GMT	https://www.w3schools.com/css/css_syntax.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_syntax.html	(from https://www.w3schools.com/css/default.asp)
08:16:32	337484/337484	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:33%20GMT	https://www.w3schools.com/css/css_howto.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_howto.html	(from https://www.w3schools.com/css/default.asp)
08:16:33	337387/337387	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:20:38%20GMT	https://www.w3schools.com/css/css_selectors.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_selectors.html	(from https://www.w3schools.com/css/default.asp)
08:16:33	332574/332574	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:28%20GMT	https://www.w3schools.com/css/css_comments.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_comments.html	(from https://www.w3schools.com/css/default.asp)
08:16:34	340149/340149	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:26:05%20GMT	https://www.w3schools.com/css/css_colors_rgb.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_colors_rgb.html	(from https://www.w3schools.com/css/default.asp)
08:16:34	336350/336350	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:28:11%20GMT	https://www.w3schools.com/css/css_colors_hex.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_colors_hex.html	(from https://www.w3schools.com/css/default.asp)
08:16:36	343042/343042	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:27:13%20GMT	https://www.w3schools.com/css/css_colors_hsl.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_colors_hsl.html	(from https://www.w3schools.com/css/default.asp)
08:16:36	332829/332829	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:21:09%20GMT	https://www.w3schools.com/css/css_background_repeat.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_background_repeat.html	(from https://www.w3schools.com/css/default.asp)
08:16:37	331291/331291	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:27:49%20GMT	https://www.w3schools.com/css/css_background_attachment.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_background_attachment.html	(from https://www.w3schools.com/css/default.asp)
08:16:38	333647/333647	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:26:11%20GMT	https://www.w3schools.com/css/css_background_shorthand.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_background_shorthand.html	(from https://www.w3schools.com/css/default.asp)
08:16:39	331889/331889	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:24:50%20GMT	https://www.w3schools.com/css/css_border_width.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border_width.html	(from https://www.w3schools.com/css/default.asp)
08:16:39	333378/333378	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:27:36%20GMT	https://www.w3schools.com/css/css_border_color.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border_color.html	(from https://www.w3schools.com/css/default.asp)
08:16:40	332728/332728	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:57%20GMT	https://www.w3schools.com/css/css_border_sides.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border_sides.html	(from https://www.w3schools.com/css/default.asp)
08:16:41	331627/331627	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:57%20GMT	https://www.w3schools.com/css/css_border_shorthand.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border_shorthand.html	(from https://www.w3schools.com/css/default.asp)
08:16:42	335685/335685	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:37%20GMT	https://www.w3schools.com/css/css_border_rounded.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_border_rounded.html	(from https://www.w3schools.com/css/default.asp)
08:16:43	332310/332310	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:42%20GMT	https://www.w3schools.com/css/css_margin_collapse.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_margin_collapse.html	(from https://www.w3schools.com/css/default.asp)
08:16:43	337608/337608	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:24:37%20GMT	https://www.w3schools.com/css/css_dimension.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_dimension.html	(from https://www.w3schools.com/css/default.asp)
08:16:44	335839/335839	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:22:58%20GMT	https://www.w3schools.com/css/css_outline.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_outline.html	(from https://www.w3schools.com/css/default.asp)
08:16:45	331400/331400	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:25:27%20GMT	https://www.w3schools.com/css/css_outline_width.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_outline_width.html	(from https://www.w3schools.com/css/default.asp)
08:16:46	332841/332841	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:28:43%20GMT	https://www.w3schools.com/css/css_outline_color.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_outline_color.html	(from https://www.w3schools.com/css/default.asp)
08:16:46	330961/330961	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:29:52%20GMT	https://www.w3schools.com/css/css_outline_shorthand.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_outline_shorthand.html	(from https://www.w3schools.com/css/default.asp)
08:16:47	333144/333144	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Nov%202023%2005:25:36%20GMT	https://www.w3schools.com/css/css_outline_offset.asp	C:/Mis%20lugares%20Web/mlknl/www.w3schools.com/css/css_outline_offset.html	(from https://www.w3schools.com/css/default.asp)
